SIC Code,SIC Description ,NAICS Code ,NAICS Description ,Industry,Sector,Sub-sector
3357,Nonferrous Wiredrawing and Insulating,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ",Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing
3357,Nonferrous Wiredrawing and Insulating,335921,Fiber Optic Cable Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3357,Nonferrous Wiredrawing and Insulating,335929,Other Communication and Energy Wire Manufacturing ,Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Other Electrical Equipment and Component Manufacturing
3363,Aluminum Die-castings,331523,Nonferrous Metal Die-Casting Foundries ,Manufacturing,Primary Metal Manufacturing,Foundries
3364,Nonferrous Die-castings Except Aluminum,331523,Nonferrous Metal Die-Casting Foundries ,Manufacturing,Primary Metal Manufacturing,Foundries
3365,Aluminum Foundries,331524,Aluminum Foundries (except Die-Casting) ,Manufacturing,Primary Metal Manufacturing,Foundries
3366,Copper Foundries,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,Manufacturing,Primary Metal Manufacturing,Foundries
3369,"Nonferrous Foundries, Nec",331529,Other Nonferrous Metal Foundries (except Die-Casting) ,Manufacturing,Primary Metal Manufacturing,Foundries
3398,Metal Heat Treating,332811,Metal Heat Treating ,Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities"
3399,Primary Metal Products,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,Manufacturing,Primary Metal Manufacturing,Iron and Steel Mills and Ferroalloy Manufacturing
3399,Primary Metal Products,331221,Rolled Steel Shape Manufacturing ,Manufacturing,Primary Metal Manufacturing,Steel Product Manufacturing from Purchased Steel
3399,Primary Metal Products,331314,Secondary Smelting and Alloying of Aluminum ,Manufacturing,Primary Metal Manufacturing,Alumina and Aluminum Production and Processing
3399,Primary Metal Products,331420,"Copper Rolling, Drawing, Extruding, and Alloying",Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing
3399,Primary Metal Products,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ",Manufacturing,Primary Metal Manufacturing,Nonferrous Metal (except Aluminum) Production and Processing
3399,Primary Metal Products,332618,Other Fabricated Wire Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing
3399,Primary Metal Products,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities"
3411,Metal Cans,332431,Metal Can Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3412,"Metal Barrels, Drums, and Pails",332439,Other Metal Container Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3421,Cutlery,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3421,Cutlery,332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3423,"Hand and Edge Tools, Nec",332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3425,Saw Blades and Handsaws,332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3429,"Hardware, Nec",332439,Other Metal Container Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3429,"Hardware, Nec",332510,Hardware Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,Hardware Manufacturing
3429,"Hardware, Nec",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
3429,"Hardware, Nec",332919,Other Metal Valve and Pipe Fitting Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3429,"Hardware, Nec",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3429,"Hardware, Nec",333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3429,"Hardware, Nec",334519,Other Measuring and Controlling Device Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
3429,"Hardware, Nec",336390,Other Motor Vehicle Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3429,"Hardware, Nec",337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",Manufacturing,Furniture and Related Product Manufacturing,Office Furniture (including Fixtures) Manufacturing
3431,Metal Sanitary Ware,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3432,Plumbing Fixture Fittings and Trim,332913,Plumbing Fixture Fitting and Trim Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3432,Plumbing Fixture Fittings and Trim,332919,Other Metal Valve and Pipe Fitting Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3432,Plumbing Fixture Fittings and Trim,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3433,"Heating Equipment, Except Electric",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3441,Fabricated Structural Metal,332312,Fabricated Structural Metal Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3442,"Metal Doors, Sash, and Trim",332321,Metal Window and Door Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3443,Fabricated Plate Work (boiler Shop),332313,Plate Work Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3443,Fabricated Plate Work (boiler Shop),332410,Power Boiler and Heat Exchanger Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3443,Fabricated Plate Work (boiler Shop),332420,Metal Tank (Heavy Gauge) Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3443,Fabricated Plate Work (boiler Shop),333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3444,Sheet Metalwork,332321,Metal Window and Door Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3444,Sheet Metalwork,332322,Sheet Metal Work Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3444,Sheet Metalwork,332439,Other Metal Container Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3444,Sheet Metalwork,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3446,Architectural Metalwork,332323,Ornamental and Architectural Metal Work Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3448,Prefabricated Metal Buildings,332311,Prefabricated Metal Building and Component Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3449,Miscellaneous Metalwork,332114,Custom Roll Forming ,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping
3449,Miscellaneous Metalwork,332312,Fabricated Structural Metal Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3449,Miscellaneous Metalwork,332323,Ornamental and Architectural Metal Work Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3451,Screw Machine Products,332721,Precision Turned Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
3452,"Bolts, Nuts, Rivets, and Washers",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
3462,Iron and Steel Forgings,332111,Iron and Steel Forging ,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping
3463,Nonferrous Forgings,332112,Nonferrous Forging ,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping
3465,Automotive Stampings,336370,Motor Vehicle Metal Stamping,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3466,Crowns and Closures,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping
3469,"Metal Stampings, Nec",332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ",Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping
3469,"Metal Stampings, Nec",332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3469,"Metal Stampings, Nec",332439,Other Metal Container Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3471,Plating and Polishing,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities"
3479,Metal Coating and Allied Services,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ",Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities"
3479,Metal Coating and Allied Services,339910,Jewelry and Silverware Manufacturing ,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing
3482,Small Arms Ammunition,332992,Small Arms Ammunition Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3483,"Ammunition, Except For Small Arms, Nec",332993,Ammunition (except Small Arms) Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3484,Small Arms,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3489,"Ordnance and Accessories, Nec",332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3491,Industrial Valves,332911,Industrial Valve Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3492,Fluid Power Valves and Hose Fittings,332912,Fluid Power Valve and Hose Fitting Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3493,"Steel Springs, Except Wire",332613,Spring Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing
3494,"Valves and Pipe Fittings, Nec",332919,Other Metal Valve and Pipe Fitting Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3494,"Valves and Pipe Fittings, Nec",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3495,Wire Springs,332613,Spring Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing
3495,Wire Springs,334519,Other Measuring and Controlling Device Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
3496,Miscellaneous Fabricated Wire Products,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ",Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3496,Miscellaneous Fabricated Wire Products,332618,Other Fabricated Wire Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Spring and Wire Product Manufacturing
3496,Miscellaneous Fabricated Wire Products,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3497,Metal Foil and Leaf,322220,Paper Bag and Coated and Treated Paper Manufacturing,Manufacturing,Paper Manufacturing,Converted Paper Product Manufacturing
3497,Metal Foil and Leaf,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3498,Fabricated Pipe and Fittings,332996,Fabricated Pipe and Pipe Fitting Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3499,"Fabricated Metal Products, Nec",332117,Powder Metallurgy Part Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Forging and Stamping
3499,"Fabricated Metal Products, Nec",332439,Other Metal Container Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3499,"Fabricated Metal Products, Nec",332510,Hardware Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,Hardware Manufacturing
3499,"Fabricated Metal Products, Nec",332919,Other Metal Valve and Pipe Fitting Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3499,"Fabricated Metal Products, Nec",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3499,"Fabricated Metal Products, Nec",336360,Motor Vehicle Seating and Interior Trim Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3499,"Fabricated Metal Products, Nec",337215,"Showcase, Partition, Shelving, and Locker Manufacturing ",Manufacturing,Furniture and Related Product Manufacturing,Office Furniture (including Fixtures) Manufacturing
3511,Turbines and Turbine Generator Sets,333611,Turbine and Turbine Generator Set Units Manufacturing ,Manufacturing,Machinery Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
3519,"Internal Combustion Engines, Nec",333618,Other Engine Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
3519,"Internal Combustion Engines, Nec",336390,Other Motor Vehicle Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3523,Farm Machinery and Equipment,332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3523,Farm Machinery and Equipment,332323,Ornamental and Architectural Metal Work Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Architectural and Structural Metals Manufacturing
3523,Farm Machinery and Equipment,333111,Farm Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing"
3523,Farm Machinery and Equipment,333922,Conveyor and Conveying Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3524,Lawn and Garden Equipment,332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3524,Lawn and Garden Equipment,333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing"
3531,Construction Machinery,333120,Construction Machinery Manufacturing,Manufacturing,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing"
3531,Construction Machinery,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3531,Construction Machinery,336510,Railroad Rolling Stock Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Railroad Rolling Stock Manufacturing
3532,Mining Machinery,333131,Mining Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing"
3533,Oil and Gas Field Machinery,333132,Oil and Gas Field Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing"
3534,Elevators and Moving Stairways,333921,Elevator and Moving Stairway Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3535,Conveyors and Conveying Equipment,333922,Conveyor and Conveying Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3536,"Hoists, Cranes, and Monorails",333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3537,Industrial Trucks and Tractors,332439,Other Metal Container Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3537,Industrial Trucks and Tractors,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3537,Industrial Trucks and Tractors,333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3541,"Machine Tools, Metal Cutting Type",333517,Machine Tool Manufacturing ,Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3542,"Machine Tools, Metal Forming Type",333517,Machine Tool Manufacturing ,Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3543,Industrial Patterns,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3544,"Special Dies, Tools, Jigs, and Fixtures",333511,Industrial Mold Manufacturing ,Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3544,"Special Dies, Tools, Jigs, and Fixtures",333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing ",Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3545,Machine Tool Accessories,332216,Saw Blade and Handtool Manufacturing ,Manufacturing,Fabricated Metal Product Manufacturing,Cutlery and Handtool Manufacturing
3545,Machine Tool Accessories,333515,Cutting Tool and Machine Tool Accessory Manufacturing ,Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3546,Power-driven Handtools,333991,Power-Driven Handtool Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3547,Rolling Mill Machinery,333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3548,Welding Apparatus,333992,Welding and Soldering Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3548,Welding Apparatus,335311,"Power, Distribution, and Specialty Transformer Manufacturing ",Manufacturing,"Electrical Equipment, Appliance, and Component Manufacturing",Electrical Equipment Manufacturing
3549,"Metalworking Machinery, Nec",333519,Rolling Mill and Other Metalworking Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Metalworking Machinery Manufacturing
3552,Textile Machinery,333249,Other Industrial Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3553,Woodworking Machinery,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3554,Paper Industries Machinery,333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing ",Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3555,Printing Trades Machinery,333244,Printing Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3556,Food Products Machinery,333241,Food Product Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3559,"Special Industry Machinery, Nec",332410,Power Boiler and Heat Exchanger Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,"Boiler, Tank, and Shipping Container Manufacturing"
3559,"Special Industry Machinery, Nec",333111,Farm Machinery and Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Agriculture, Construction, and Mining Machinery Manufacturing"
3559,"Special Industry Machinery, Nec",333242,Semiconductor Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3559,"Special Industry Machinery, Nec",333249,Other Industrial Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Industrial Machinery Manufacturing
3559,"Special Industry Machinery, Nec",333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3561,Pumps and Pumping Equipment,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3562,Ball and Roller Bearings,332991,Ball and Roller Bearing Manufacturing,Manufacturing,Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
3563,Air and Gas Compressors,333912,Air and Gas Compressor Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3564,Blowers and Fans,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3565,Packaging Machinery,333993,Packaging Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3566,"Speed Changers, Drives, and Gears",333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing ",Manufacturing,Machinery Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
3567,Industrial Furnaces and Ovens,333994,Industrial Process Furnace and Oven Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3568,"Power Transmission Equipment, Nec",333613,Mechanical Power Transmission Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Engine, Turbine, and Power Transmission Equipment Manufacturing"
3569,"General Industrial Machinery,",314999,All Other Miscellaneous Textile Product Mills ,Manufacturing,Textile Product Mills,Other Textile Product Mills
3569,"General Industrial Machinery,",333414,Heating Equipment (except Warm Air Furnaces) Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3569,"General Industrial Machinery,",333999,All Other Miscellaneous General Purpose Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3571,Electronic Computers,334111,Electronic Computer Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing
3572,Computer Storage Devices,334112,Computer Storage Device Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing
3575,Computer Terminals,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing
3577,"Computer Peripheral Equipment, Nec",333316,Photographic and Photocopying Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3577,"Computer Peripheral Equipment, Nec",334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing
3577,"Computer Peripheral Equipment, Nec",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Semiconductor and Other Electronic Component Manufacturing
3577,"Computer Peripheral Equipment, Nec",334613,Blank Magnetic and Optical Recording Media Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Manufacturing and Reproducing Magnetic and Optical Media
3578,Calculating and Accounting Equipment,333316,Photographic and Photocopying Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3578,Calculating and Accounting Equipment,333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3578,Calculating and Accounting Equipment,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,Computer and Peripheral Equipment Manufacturing
3579,"Office Machines, Nec",333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3579,"Office Machines, Nec",334519,Other Measuring and Controlling Device Manufacturing ,Manufacturing,Computer and Electronic Product Manufacturing,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing"
3579,"Office Machines, Nec",339940,Office Supplies (except Paper) Manufacturing,Manufacturing,Miscellaneous Manufacturing,Other Miscellaneous Manufacturing
3581,Automatic Vending Machines,333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3582,Commercial Laundry Equipment,333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3585,Refrigeration and Heating Equipment,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing ,Manufacturing,Machinery Manufacturing,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing"
3585,Refrigeration and Heating Equipment,336390,Other Motor Vehicle Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3586,Measuring and Dispensing Pumps,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing ",Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3589,"Service Industry Machinery, Nec",333318,Other Commercial and Service Industry Machinery Manufacturing ,Manufacturing,Machinery Manufacturing,Commercial and Service Industry Machinery Manufacturing
3592,"Carburetors, Pistons, Rings, Valves",336310,Motor Vehicle Gasoline Engine and Engine Parts Manufacturing,Manufacturing,Transportation Equipment Manufacturing,Motor Vehicle Parts Manufacturing
3593,Fluid Power Cylinders and Actuators,333995,Fluid Power Cylinder and Actuator Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3594,Fluid Power Pumps and Motors,333996,Fluid Power Pump and Motor Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3596,"Scales and Balances, Except Laboratory",333997,Scale and Balance Manufacturing ,Manufacturing,Machinery Manufacturing,Other General Purpose Machinery Manufacturing
3599,"Industrial Machinery, Nec",332710,Machine Shops,Manufacturing,Fabricated Metal Product Manufacturing,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
3599,"Industrial Machinery, Nec",332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ",Manufacturing,Fabricated Metal Product Manufacturing,"Coating, Engraving, Heat Treating, and Allied Activities"
